period,air_temperature,dewpoint
8549,15.4,10.7
8550,15.0,10.9
8551,14.6,11.1
8552,14.45,11.1
8553,14.3,11.1
8554,14.2,11.55
8555,14.1,12.0
8556,14.1,12.15
8557,14.1,12.3
8558,14.3,12.35
8559,14.5,12.4
8560,14.8,12.75
8561,15.1,13.1
8562,15.45,12.85
8563,15.8,12.6
8564,16.7,12.8
8565,17.6,13.0
8566,17.4,13.2
8567,17.2,13.4
8568,17.55,13.95
8569,17.9,14.5
8570,19.2,12.65
8571,20.5,10.8
8572,18.85,10.6
8573,17.2,10.4
8574,17.9,10.15
8575,18.6,9.9
8576,18.85,9.15
8577,19.1,8.4
8578,18.7,9.25
8579,18.3,10.1
8580,17.6,9.3
8581,16.9,8.5
8582,16.45,9.35
8583,16.0,10.2
8584,15.9,10.4
8585,15.8,10.6
8586,15.6,10.5
8587,15.4,10.4
8588,15.1,10.55
8589,14.8,10.7
8590,14.7,10.65
8591,14.6,10.6
8592,14.15,10.7
8593,13.7,10.8
8594,13.25,10.9
8595,12.8,11.0
8596,12.5,10.8
8597,12.2,10.6
8598,12.4,10.85
8599,12.6,11.1
8600,12.85,10.85
8601,13.1,10.6
8602,13.0,10.85
8603,12.9,11.1
8604,13.2,10.85
8605,13.5,10.6
8606,13.6,10.9
8607,13.7,11.2
8608,14.15,11.05
8609,14.6,10.9
8610,14.8,10.15
8611,15.0,9.4
8612,15.65,9.75
8613,16.3,10.1
8614,16.7,10.25
8615,17.1,10.4
8616,17.65,10.0
8617,18.2,9.6
8618,18.45,9.9
8619,18.7,10.2
8620,19.35,10.3
8621,20.0,10.4
8622,19.75,10.25
8623,19.5,10.1
8624,19.1,9.95
8625,18.7,9.8
8626,18.35,10.25
8627,18.0,10.7
8628,17.9,10.75
8629,17.8,10.8
8630,17.8,10.0
8631,17.8,9.2
8632,17.5,9.85
8633,17.2,10.5
8634,16.75,10.55
8635,16.3,10.6
8636,16.2,10.1
8637,16.1,9.6
8638,15.95,9.15
8639,15.8,8.7
8640,15.55,9.25
8641,15.3,9.8
8642,15.3,10.05
8643,15.3,10.3
8644,15.55,10.45
8645,15.8,10.6
8646,15.75,10.65
8647,15.7,10.7
8648,15.55,10.85
8649,15.4,11.0
8650,15.25,11.35
8651,15.1,11.7
8652,15.35,11.9
8653,15.6,12.1
8654,16.45,12.6
8655,17.3,13.1
8656,17.5,12.8
8657,17.7,12.5
8658,18.25,13.15
8659,18.8,13.8
8660,20.55,14.65
8661,22.3,15.5
8662,22.9,15.75
8663,23.5,16.0
8664,23.35,16.05
8665,23.2,16.1
8666,23.5,16.2
8667,23.8,16.3
8668,23.7,16.4
8669,23.6,16.5
8670,23.75,16.6
8671,23.9,16.7
8672,24.15,16.5
8673,24.4,16.3
8674,24.4,16.25
8675,24.4,16.2
8676,22.55,15.9
8677,20.7,15.6
8678,20.4,15.55
8679,20.1,15.5
8680,19.7,15.45
8681,19.3,15.4
8682,18.65,14.9
8683,18.0,14.4
8684,17.05,13.9
8685,16.1,13.4
8686,15.8,13.3
8687,15.5,13.2
8688,15.3,13.35
8689,15.1,13.5
8690,14.65,13.45
8691,14.2,13.4
8692,14.5,13.65
8693,14.8,13.9
8694,15.0,13.95
8695,15.2,14.0
8696,14.35,13.3
8697,13.5,12.6
8698,14.0,13.35
8699,14.5,14.1
8700,17.75,13.95
8701,21.0,13.8
8702,19.05,13.25
8703,17.1,12.7
8704,17.4,12.85
8705,17.7,13.0
8706,17.75,13.0
8707,17.8,13.0
8708,17.55,12.55
8709,17.3,12.1
8710,17.65,12.6
8711,18.0,13.1
8712,18.15,13.05
8713,18.3,13.0
8714,18.05,13.15
8715,17.8,13.3
8716,17.3,13.2
8717,16.8,13.1
8718,16.35,12.8
8719,15.9,12.5
8720,15.85,12.6
8721,15.8,12.7
8722,15.7,12.65
8723,15.6,12.6
8724,16.6,13.35
8725,17.6,14.1
8726,17.05,13.7
8727,16.5,13.3
8728,15.85,13.15
8729,15.2,13.0
8730,15.15,13.15
8731,15.1,13.3
8732,15.2,13.4
8733,15.3,13.5
8734,15.1,13.6
8735,14.9,13.7
8736,14.85,13.75
8737,14.8,13.8
8738,14.85,13.85
8739,14.9,13.9
8740,14.5,13.6
8741,14.1,13.3
8742,13.9,13.15
8743,13.7,13.0
8744,13.55,13.0
8745,13.4,13.0
8746,13.65,13.35
8747,13.9,13.7
8748,14.85,14.45
8749,15.8,15.2
8750,17.05,15.7
8751,18.3,16.2
8752,19.15,15.45
8753,20.0,14.7
8754,20.3,14.9
8755,20.6,15.1
8756,20.9,15.2
8757,21.2,15.3
8758,21.75,14.85
8759,22.3,14.4
8760,22.25,14.65
8761,22.2,14.9
8762,22.0,14.6
8763,21.8,14.3
8764,22.15,14.2
8765,22.5,14.1
8766,21.9,12.85
8767,21.3,11.6
8768,20.9,11.9
8769,20.5,12.2
8770,19.85,12.5
8771,19.2,12.8
8772,18.9,12.65
8773,18.6,12.5
8774,18.3,13.0
8775,18.0,13.5
8776,17.05,13.6
8777,16.1,13.7
8778,15.6,13.35
8779,15.1,13.0
8780,14.65,12.8
8781,14.2,12.6
8782,13.65,12.45
8783,13.1,12.3
8784,12.55,11.65
8785,12.0,11.0
8786,11.5,10.65
8787,11.0,10.3
8788,10.85,10.35
8789,10.7,10.4
8790,10.45,10.15
8791,10.2,9.9
8792,9.75,9.5
8793,9.3,9.1
8794,9.85,9.75
8795,10.4,10.4
8796,12.05,11.85
8797,13.7,13.3
8798,14.95,12.25
8799,16.2,11.2
8800,16.95,11.25
8801,17.7,11.3
8802,18.65,11.95
8803,19.6,12.6
8804,19.95,12.4
8805,20.3,12.2
8806,20.3,12.1
8807,20.3,12.0
8808,19.9,12.0
8809,19.5,12.0
8810,20.2,11.55
8811,20.9,11.1
8812,20.7,11.25
8813,20.5,11.4
8814,20.7,11.95
8815,20.9,12.5
8816,19.65,12.25
8817,18.4,12.0
8818,18.65,12.0
8819,18.9,12.0
8820,19.8,11.35
8821,20.7,10.7
8822,19.8,10.65
8823,18.9,10.6
8824,17.7,11.2
8825,16.5,11.8
8826,16.6,11.5
8827,16.7,11.2
8828,16.25,10.8
8829,15.8,10.4
8830,15.15,10.7
8831,14.5,11.0
8832,14.05,11.25
8833,13.6,11.5
8834,13.25,11.6
8835,12.9,11.7
8836,12.9,11.55
8837,12.9,11.4
8838,12.65,11.6
8839,12.4,11.8
8840,12.4,11.75
8841,12.4,11.7
8842,12.45,11.8
8843,12.5,11.9
8844,12.55,12.0
8845,12.6,12.1
8846,12.65,12.15
8847,12.7,12.2
8848,12.65,12.25
8849,12.6,12.3
8850,12.65,12.4
8851,12.7,12.5
8852,13.15,12.95
8853,13.6,13.4
8854,13.7,13.3
8855,13.8,13.2
8856,13.95,13.2
8857,14.1,13.2
8858,15.0,13.65
8859,15.9,14.1
8860,15.5,13.8
8861,15.1,13.5
8862,16.9,14.55
8863,18.7,15.6
8864,19.85,14.4
8865,21.0,13.2
8866,20.3,13.3
8867,19.6,13.4
8868,19.7,13.25
8869,19.8,13.1
8870,19.8,12.8
8871,19.8,12.5
8872,18.95,12.2
8873,18.1,11.9
8874,17.25,11.75
8875,16.4,11.6
8876,16.1,10.6
8877,15.8,9.6
8878,15.2,9.5
8879,14.6,9.4
8880,13.65,9.45
8881,12.7,9.5
8882,12.35,9.55
8883,12.0,9.6
8884,11.2,9.5
8885,10.4,9.4
8886,9.95,9.2
8887,9.5,9.0
8888,9.4,9.0
8889,9.3,9.0
8890,9.75,9.55
8891,10.2,10.1
8892,11.85,11.15
8893,13.5,12.2
8894,14.1,11.4
8895,14.7,10.6
8896,15.25,10.4
8897,15.8,10.2
8898,17.15,9.4
8899,18.5,8.6
8900,18.3,8.4
8901,18.1,8.2
8902,17.95,8.85
8903,17.8,9.5
8904,17.8,9.35
8905,17.8,9.2
8906,16.9,9.7
8907,16.0,10.2
8908,16.55,11.1
8909,17.1,12.0
8910,17.0,11.4
8911,16.9,10.8
8912,17.0,10.45
8913,17.1,10.1
8914,16.45,10.85
8915,15.8,11.6
8916,15.5,12.15
8917,15.2,12.7
8918,14.5,12.65
8919,13.8,12.6
8920,13.5,12.45
8921,13.2,12.3
8922,12.95,12.15
8923,12.7,12.0
8924,12.4,11.85
8925,12.1,11.7
8926,12.1,11.8
8927,12.1,11.9
8928,12.05,11.85
8929,12.0,11.8
8930,11.8,11.45
8931,11.6,11.1
8932,10.95,10.5
8933,10.3,9.9
8934,10.35,10.0
8935,10.4,10.1
8936,10.05,9.75
8937,9.7,9.4
8938,10.55,10.3
8939,11.4,11.2
8940,12.05,11.3
8941,12.7,11.4
8942,13.3,11.3
8943,13.9,11.2
8944,14.7,11.3
8945,15.5,11.4
8946,16.0,11.25
8947,16.5,11.1
8948,17.35,11.15
8949,18.2,11.2
8950,19.2,10.4
8951,20.2,9.6
8952,19.7,9.2
8953,19.2,8.8
8954,19.1,9.0
8955,19.0,9.2
8956,18.4,8.7
8957,17.8,8.2
8958,17.45,7.85
8959,17.1,7.5
8960,16.8,7.95
8961,16.5,8.4
8962,16.8,8.85
8963,17.1,9.3
8964,16.9,9.65
8965,16.7,10.0
8966,16.5,10.25
8967,16.3,10.5
8968,15.2,11.6
8969,14.1,12.7
8970,14.2,12.8
8971,14.3,12.9
8972,14.5,12.95
8973,14.7,13.0
8974,14.4,13.25
8975,14.1,13.5
8976,14.25,13.7
8977,14.4,13.9
8978,14.45,14.05
8979,14.5,14.2
8980,14.6,14.3
8981,14.7,14.4
8982,14.75,14.5
8983,14.8,14.6
8984,14.9,14.3
8985,15.0,14.0
8986,15.1,13.9
8987,15.2,13.8
8988,15.35,13.65
8989,15.5,13.5
8990,16.05,13.45
8991,16.6,13.4
8992,16.7,12.6
8993,16.8,11.8
8994,16.95,12.05
8995,17.1,12.3
8996,17.8,12.5
8997,18.5,12.7
8998,18.65,12.1
8999,18.8,11.5
9000,18.7,12.2
9001,18.6,12.9
9002,17.9,12.8
9003,17.2,12.7
9004,17.25,13.4
9005,17.3,14.1
9006,17.05,14.0
9007,16.8,13.9
9008,17.6,13.15
9009,18.4,12.4
9010,18.15,11.95
9011,17.9,11.5
9012,18.4,11.2
9013,18.9,10.9
9014,17.45,11.1
9015,16.0,11.3
9016,15.75,11.6
9017,15.5,11.9
9018,15.25,12.1
9019,15.0,12.3
9020,14.7,12.0
9021,14.4,11.7
9022,14.25,11.6
9023,14.1,11.5
9024,14.05,11.65
9025,14.0,11.8
9026,14.05,11.85
9027,14.1,11.9
9028,14.1,11.65
9029,14.1,11.4
9030,13.75,11.4
9031,13.4,11.4
9032,13.1,10.8
9033,12.8,10.2
9034,12.55,10.7
9035,12.3,11.2
9036,12.35,10.95
9037,12.4,10.7
9038,12.15,10.3
9039,11.9,9.9
9040,12.0,10.0
9041,12.1,10.1
9042,12.5,10.25
9043,12.9,10.4
9044,13.4,10.15
9045,13.9,9.9
9046,14.0,9.25
9047,14.1,8.6
9048,14.0,9.1
9049,13.9,9.6
9050,15.4,8.5
9051,16.9,7.4
9052,16.3,7.05
9053,15.7,6.7
9054,15.0,7.7
9055,14.3,8.7
9056,14.6,8.5
9057,14.9,8.3
9058,15.35,7.65
9059,15.8,7.0
9060,15.45,6.35
9061,15.1,5.7
9062,15.2,4.95
9063,15.3,4.2
9064,14.5,4.75
9065,13.7,5.3
9066,13.35,4.7
9067,13.0,4.1
9068,12.55,4.25
9069,12.1,4.4
9070,11.3,4.5
9071,10.5,4.6
9072,9.45,4.95
9073,8.4,5.3
9074,7.55,5.3
9075,6.7,5.3
9076,6.25,5.1
9077,5.8,4.9
9078,5.95,5.25
9079,6.1,5.6
9080,6.05,5.5
9081,6.0,5.4
9082,6.1,5.35
9083,6.2,5.3
9084,7.65,5.55
9085,9.1,5.8
9086,10.0,5.6
9087,10.9,5.4
9088,11.7,5.65
9089,12.5,5.9
9090,12.9,5.65
9091,13.3,5.4
9092,13.7,5.55
9093,14.1,5.7
9094,13.9,5.3
9095,13.7,4.9
9096,14.15,4.8
9097,14.6,4.7
9098,14.7,4.35
9099,14.8,4.0
9100,15.7,4.0
9101,16.6,4.0
9102,16.6,3.95
9103,16.6,3.9
9104,16.6,4.1
9105,16.6,4.3
9106,16.0,4.4
9107,15.4,4.5
9108,15.15,4.6
9109,14.9,4.7
9110,14.6,5.0
9111,14.3,5.3
9112,13.95,5.6
9113,13.6,5.9
9114,13.25,6.15
9115,12.9,6.4
9116,12.55,6.3
9117,12.2,6.2
9118,12.05,6.45
9119,11.9,6.7
9120,11.8,6.9
9121,11.7,7.1
9122,11.5,7.65
9123,11.3,8.2
9124,11.35,8.5
9125,11.4,8.8
9126,11.7,8.4
9127,12.0,8.0
9128,11.7,8.65
9129,11.4,9.3
9130,11.35,9.4
9131,11.3,9.5
9132,11.55,9.75
9133,11.8,10.0
9134,12.05,10.3
9135,12.3,10.6
9136,12.55,11.05
9137,12.8,11.5
9138,13.25,11.95
9139,13.7,12.4
9140,14.0,12.2
9141,14.3,12.0
9142,14.55,11.85
9143,14.8,11.7
9144,14.75,12.1
9145,14.7,12.5
9146,16.0,12.7
9147,17.3,12.9
9148,18.15,13.35
9149,19.0,13.8
9150,18.85,13.45
9151,18.7,13.1
9152,19.65,12.85
9153,20.6,12.6
9154,20.6,11.25
9155,20.6,9.9
9156,20.5,8.95
9157,20.4,8.0
9158,19.95,7.75
9159,19.5,7.5
9160,18.95,8.55
9161,18.4,9.6
9162,17.9,10.45
9163,17.4,11.3
9164,16.55,12.15
9165,15.7,13.0
9166,15.3,13.15
9167,14.9,13.3
9168,14.75,13.45
9169,14.6,13.6
9170,14.45,13.4
9171,14.3,13.2
9172,14.05,13.2
9173,13.8,13.2
9174,14.35,13.05
9175,14.9,12.9
9176,15.1,12.95
9177,15.3,13.0
9178,15.3,13.0
9179,15.3,13.0
9180,15.7,12.95
9181,16.1,12.9
9182,16.25,13.0
9183,16.4,13.1
9184,15.65,12.65
9185,14.9,12.2
9186,16.0,11.6
9187,17.1,11.0
9188,17.1,10.5
9189,17.1,10.0
9190,17.85,10.15
9191,18.6,10.3
9192,18.25,9.75
9193,17.9,9.2
9194,18.55,9.4
9195,19.2,9.6
9196,19.25,10.05
9197,19.3,10.5
9198,18.65,10.5
9199,18.0,10.5
9200,18.35,10.5
9201,18.7,10.5
9202,18.05,10.5
9203,17.4,10.5
9204,17.15,10.7
9205,16.9,10.9
9206,16.55,11.1
9207,16.2,11.3
9208,15.85,11.1
9209,15.5,10.9
9210,15.45,11.2
9211,15.4,11.5
9212,15.45,11.5
9213,15.5,11.5
9214,15.5,11.6
9215,15.5,11.7
9216,15.35,11.9
9217,15.2,12.1
9218,15.45,12.05
9219,15.7,12.0
9220,15.65,11.7
9221,15.6,11.4
9222,15.45,11.4
9223,15.3,11.4
9224,15.1,11.5
9225,14.9,11.6
9226,14.85,11.6
9227,14.8,11.6
9228,15.05,11.7
9229,15.3,11.8
9230,14.9,11.15
9231,14.5,10.5
9232,14.7,9.9
9233,14.9,9.3
9234,15.1,9.15
9235,15.3,9.0
9236,15.6,8.5
9237,15.9,8.0
9238,15.9,8.5
9239,15.9,9.0
9240,16.3,9.2
9241,16.7,9.4
9242,17.1,9.5
9243,17.5,9.6
9244,17.2,10.55
9245,16.9,11.5
9246,17.1,10.1
9247,17.3,8.7
9248,17.2,8.4
9249,17.1,8.1
9250,16.8,8.35
9251,16.5,8.6
9252,15.95,8.45
9253,15.4,8.3
9254,15.7,8.4
9255,16.0,8.5
9256,15.05,8.0
9257,14.1,7.5
9258,13.4,7.8
9259,12.7,8.1
9260,12.8,8.1
9261,12.9,8.1
9262,12.7,8.2
9263,12.5,8.3
9264,11.95,7.85
9265,11.4,7.4
9266,11.65,7.25
9267,11.9,7.1
9268,11.95,7.15
9269,12.0,7.2
9270,12.05,7.85
9271,12.1,8.5
9272,11.85,8.95
9273,11.6,9.4
9274,11.4,9.9
9275,11.2,10.4
9276,11.35,10.6
9277,11.5,10.8
9278,11.75,10.85
9279,12.0,10.9
9280,12.65,11.25
9281,13.3,11.6
9282,13.6,11.65
9283,13.9,11.7
9284,13.8,11.6
9285,13.7,11.5
9286,13.8,11.65
9287,13.9,11.8
9288,14.2,11.75
9289,14.5,11.7
9290,14.5,12.05
9291,14.5,12.4
9292,14.35,12.7
9293,14.2,13.0
9294,14.35,13.1
9295,14.5,13.2
9296,14.45,13.15
9297,14.4,13.1
9298,14.65,13.15
9299,14.9,13.2
9300,15.5,12.8
9301,16.1,12.4
9302,15.65,12.8
9303,15.2,13.2
9304,15.0,13.15
9305,14.8,13.1
9306,14.3,12.95
9307,13.8,12.8
9308,13.95,13.2
9309,14.1,13.6
9310,14.1,13.65
9311,14.1,13.7
9312,13.85,13.25
9313,13.6,12.8
9314,13.15,11.8
9315,12.7,10.8
9316,12.5,10.55
9317,12.3,10.3
9318,12.3,10.25
9319,12.3,10.2
9320,12.15,10.0
9321,12.0,9.8
9322,11.95,9.85
9323,11.9,9.9
9324,12.1,9.8
9325,12.3,9.7
9326,12.5,9.8
9327,12.7,9.9
9328,12.8,10.0
9329,12.9,10.1
9330,13.25,10.35
9331,13.6,10.6
9332,13.65,10.45
9333,13.7,10.3
9334,13.4,10.3
9335,13.1,10.3
9336,13.65,10.6
9337,14.2,10.9
9338,14.9,10.7
9339,15.6,10.5
9340,15.75,10.45
9341,15.9,10.4
9342,16.3,10.4
9343,16.7,10.4
9344,16.6,10.6
9345,16.5,10.8
9346,16.1,11.2
9347,15.7,11.6
9348,15.55,11.65
9349,15.4,11.7
9350,15.15,11.75
9351,14.9,11.8
9352,14.35,11.85
9353,13.8,11.9
9354,13.1,11.6
9355,12.4,11.3
9356,11.75,10.95
9357,11.1,10.6
9358,10.5,10.05
9359,9.9,9.5
9360,10.0,9.45
9361,10.1,9.4
9362,10.55,8.8
9363,11.0,8.2
9364,11.15,7.95
9365,11.3,7.7
9366,11.1,7.3
9367,10.9,6.9
9368,10.7,6.7
9369,10.5,6.5
9370,10.35,6.4
9371,10.2,6.3
9372,10.1,6.25
9373,10.0,6.2
9374,10.45,6.6
9375,10.9,7.0
9376,11.5,7.4
9377,12.1,7.8
9378,12.6,8.7
9379,13.1,9.6
9380,12.65,9.6
9381,12.2,9.6
9382,13.6,9.55
9383,15.0,9.5
9384,14.85,9.0
9385,14.7,8.5
9386,15.15,8.7
9387,15.6,8.9
9388,15.5,8.75
9389,15.4,8.6
9390,15.65,9.05
9391,15.9,9.5
9392,15.4,9.45
9393,14.9,9.4
9394,14.5,9.7
9395,14.1,10.0
9396,14.25,10.0
9397,14.4,10.0
9398,14.05,9.95
9399,13.7,9.9
9400,13.4,9.85
9401,13.1,9.8
9402,12.6,9.8
9403,12.1,9.8
9404,11.85,9.9
9405,11.6,10.0
9406,11.65,10.05
9407,11.7,10.1
9408,11.75,9.9
9409,11.8,9.7
9410,11.45,9.3
9411,11.1,8.9
9412,10.85,9.05
9413,10.6,9.2
9414,10.35,8.6
9415,10.1,8.0
9416,9.8,7.8
9417,9.5,7.6
9418,9.6,7.85
9419,9.7,8.1
9420,10.3,8.15
9421,10.9,8.2
9422,11.85,8.65
9423,12.8,9.1
9424,13.2,8.75
9425,13.6,8.4
9426,13.9,9.0
9427,14.2,9.6
9428,14.5,9.65
9429,14.8,9.7
9430,14.6,9.85
9431,14.4,10.0
9432,14.25,10.35
9433,14.1,10.7
9434,14.75,11.0
9435,15.4,11.3
9436,15.4,11.65
9437,15.4,12.0
9438,16.4,11.9
9439,17.4,11.8
9440,17.85,11.1
9441,18.3,10.4
9442,18.1,10.25
9443,17.9,10.1
9444,17.4,10.15
9445,16.9,10.2
9446,16.35,10.1
9447,15.8,10.0
9448,15.6,10.5
9449,15.4,11.0
9450,15.15,11.15
9451,14.9,11.3
9452,14.8,11.35
9453,14.7,11.4
9454,14.7,10.85
9455,14.7,10.3
9456,14.6,10.4
9457,14.5,10.5
9458,14.15,10.85
9459,13.8,11.2
9460,13.9,10.85
9461,14.0,10.5
9462,14.15,10.55
9463,14.3,10.6
9464,14.05,11.3
9465,13.8,12.0
9466,13.85,12.15
9467,13.9,12.3
9468,13.85,12.55
9469,13.8,12.8
9470,13.9,12.95
9471,14.0,13.1
9472,14.45,13.4
9473,14.9,13.7
9474,16.35,14.0
9475,17.8,14.3
9476,17.95,13.55
9477,18.1,12.8
9478,17.5,12.05
9479,16.9,11.3
9480,16.7,11.1
9481,16.5,10.9
9482,16.65,9.95
9483,16.8,9.0
9484,16.75,9.15
9485,16.7,9.3
9486,16.8,9.25
9487,16.9,9.2
9488,15.95,9.6
9489,15.0,10.0
9490,15.85,9.6
9491,16.7,9.2
9492,16.05,9.5
9493,15.4,9.8
9494,15.0,8.65
9495,14.6,7.5
9496,14.0,8.1
9497,13.4,8.7
9498,13.45,8.4
9499,13.5,8.1
9500,13.0,8.2
9501,12.5,8.3
9502,12.25,8.15
9503,12.0,8.0
9504,12.1,8.15
9505,12.2,8.3
9506,12.25,8.1
9507,12.3,7.9
9508,12.35,7.95
9509,12.4,8.0
9510,12.35,8.1
9511,12.3,8.2
9512,12.05,8.4
9513,11.8,8.6
9514,11.95,8.5
9515,12.1,8.4
9516,12.35,8.45
9517,12.6,8.5
9518,13.2,8.5
9519,13.8,8.5
9520,14.2,8.55
9521,14.6,8.6
9522,14.15,8.7
9523,13.7,8.8
9524,13.85,8.85
9525,14.0,8.9
9526,15.25,8.5
9527,16.5,8.1
9528,16.5,8.45
9529,16.5,8.8
9530,16.45,8.7
9531,16.4,8.6
9532,16.8,8.15
9533,17.2,7.7
9534,17.2,7.8
9535,17.2,7.9
9536,17.2,7.55
9537,17.2,7.2
9538,16.8,8.1
9539,16.4,9.0
9540,16.05,9.25
9541,15.7,9.5
9542,15.1,10.5
9543,14.5,11.5
9544,14.45,11.8
9545,14.4,12.1
9546,14.15,12.45
9547,13.9,12.8
9548,13.8,12.8
9549,13.7,12.8
9550,13.7,12.7
9551,13.7,12.6
9552,13.55,12.5
9553,13.4,12.4
9554,13.35,12.3
9555,13.3,12.2
9556,13.3,11.95
9557,13.3,11.7
9558,13.05,11.75
9559,12.8,11.8
9560,12.6,11.7
9561,12.4,11.6
9562,12.15,11.3
9563,11.9,11.0
9564,11.9,11.15
9565,11.9,11.3
9566,12.05,11.25
9567,12.2,11.2
9568,12.6,11.4
9569,13.0,11.6
9570,13.15,11.15
9571,13.3,10.7
9572,14.7,10.1
9573,16.1,9.5
9574,15.4,10.4
9575,14.7,11.3
9576,15.3,10.25
9577,15.9,9.2
9578,17.0,9.65
9579,18.1,10.1
9580,17.6,9.85
9581,17.1,9.6
9582,15.8,10.35
9583,14.5,11.1
9584,13.8,11.55
9585,13.1,12.0
9586,13.2,12.05
9587,13.3,12.1
9588,13.65,12.6
9589,14.0,13.1
9590,14.2,13.05
9591,14.4,13.0
9592,13.9,12.45
9593,13.4,11.9
9594,13.3,12.05
9595,13.2,12.2
9596,13.05,12.0
9597,12.9,11.8
9598,12.35,11.35
9599,11.8,10.9
9600,11.45,10.75
9601,11.1,10.6
9602,10.8,10.35
9603,10.5,10.1
9604,10.0,9.6
9605,9.5,9.1
9606,9.3,9.0
9607,9.1,8.9
9608,9.25,9.1
9609,9.4,9.3
9610,9.85,9.8
9611,10.3,10.3
9612,10.6,10.6
9613,10.9,10.9
9614,11.3,11.3
9615,11.7,11.7
9616,12.55,11.95
9617,13.4,12.2
9618,14.2,11.75
9619,15.0,11.3
9620,15.75,11.35
9621,16.5,11.4
9622,17.1,11.55
9623,17.7,11.7
9624,16.85,11.45
9625,16.0,11.2
9626,15.65,10.9
9627,15.3,10.6
9628,15.2,11.45
9629,15.1,12.3
9630,15.15,12.95
9631,15.2,13.6
9632,15.6,12.85
9633,16.0,12.1
9634,15.95,12.4
9635,15.9,12.7
9636,16.75,13.25
9637,17.6,13.8
9638,17.7,13.55
9639,17.8,13.3
9640,17.4,12.65
9641,17.0,12.0
9642,16.15,11.7
9643,15.3,11.4
9644,14.85,11.25
9645,14.4,11.1
9646,14.25,11.25
9647,14.1,11.4
9648,13.7,11.4
9649,13.3,11.4
9650,13.2,11.05
9651,13.1,10.7
9652,13.05,10.5
9653,13.0,10.3
9654,12.85,10.15
9655,12.7,10.0
9656,12.95,10.2
9657,13.2,10.4
9658,13.65,10.65
9659,14.1,10.9
9660,14.4,10.95
9661,14.7,11.0
9662,15.0,11.3
9663,15.3,11.6
9664,15.2,11.35
9665,15.1,11.1
9666,15.35,11.3
9667,15.6,11.5
9668,16.25,11.25
9669,16.9,11.0
9670,16.05,11.7
9671,15.2,12.4
9672,15.4,11.85
9673,15.6,11.3
9674,15.65,11.05
9675,15.7,10.8
9676,15.35,10.65
9677,15.0,10.5
9678,15.45,9.95
9679,15.9,9.4
9680,16.2,9.15
9681,16.5,8.9
9682,16.15,8.95
9683,15.8,9.0
9684,15.85,8.6
9685,15.9,8.2
9686,15.55,8.15
9687,15.2,8.1
9688,14.7,8.05
9689,14.2,8.0
9690,14.0,7.75
9691,13.8,7.5
9692,13.3,7.3
9693,12.8,7.1
9694,11.95,6.95
9695,11.1,6.8
9696,11.4,6.95
9697,11.7,7.1
9698,10.7,7.0
9699,9.7,6.9
9700,9.75,7.2
9701,9.8,7.5
9702,8.85,7.15
9703,7.9,6.8
9704,8.05,7.25
9705,8.2,7.7
9706,8.9,7.95
9707,9.6,8.2
9708,10.15,8.2
9709,10.7,8.2
9710,11.1,8.45
9711,11.5,8.7
9712,12.0,8.8
9713,12.5,8.9
9714,12.85,8.8
9715,13.2,8.7
9716,13.4,8.3
9717,13.6,7.9
9718,13.0,8.2
9719,12.4,8.5
9720,12.75,8.65
9721,13.1,8.8
9722,14.0,7.7
9723,14.9,6.6
9724,14.25,8.05
9725,13.6,9.5
9726,14.6,9.2
9727,15.6,8.9
9728,15.7,8.25
9729,15.8,7.6
9730,15.95,7.25
9731,16.1,6.9
9732,16.0,6.7
9733,15.9,6.5
9734,15.55,6.55
9735,15.2,6.6
9736,14.45,6.75
9737,13.7,6.9
9738,12.95,7.05
9739,12.2,7.2
9740,11.75,7.25
9741,11.3,7.3
9742,11.05,7.35
9743,10.8,7.4
9744,10.7,7.5
9745,10.6,7.6
9746,10.4,7.6
9747,10.2,7.6
9748,10.2,7.75
9749,10.2,7.9
9750,10.5,7.75
9751,10.8,7.6
9752,10.65,7.4
9753,10.5,7.2
9754,10.5,7.35
9755,10.5,7.5
9756,11.2,7.65
9757,11.9,7.8
9758,12.6,8.0
9759,13.3,8.2
9760,14.1,8.3
9761,14.9,8.4
9762,13.45,9.25
9763,12.0,10.1
9764,12.45,9.75
9765,12.9,9.4
9766,13.85,8.75
9767,14.8,8.1
9768,14.55,8.45
9769,14.3,8.8
9770,15.2,9.3
9771,16.1,9.8
9772,15.0,9.45
9773,13.9,9.1
9774,14.15,8.8
9775,14.4,8.5
9776,14.65,8.25
9777,14.9,8.0
9778,14.9,7.8
9779,14.9,7.6
9780,15.0,6.55
9781,15.1,5.5
9782,14.75,5.75
9783,14.4,6.0
9784,13.8,5.95
9785,13.2,5.9
9786,12.6,6.35
9787,12.0,6.8
9788,11.3,6.95
9789,10.6,7.1
9790,10.45,7.3
9791,10.3,7.5
9792,10.1,7.6
9793,9.9,7.7
9794,9.75,7.6
9795,9.6,7.5
9796,9.4,7.55
9797,9.2,7.6
9798,9.0,7.55
9799,8.8,7.5
9800,8.55,7.45
9801,8.3,7.4
9802,7.7,6.95
9803,7.1,6.5
9804,8.6,7.55
9805,10.1,8.6
9806,11.1,8.75
9807,12.1,8.9
9808,13.15,8.9
9809,14.2,8.9
9810,14.05,8.2
9811,13.9,7.5
9812,13.8,8.0
9813,13.7,8.5
9814,14.3,7.6
9815,14.9,6.7
9816,15.55,6.95
9817,16.2,7.2
9818,16.55,7.25
9819,16.9,7.3
