src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
766,ELMSTONE,elmstone,kent,51.298,1.235,9,1959,1972
767,ELMSTONE NO 2,elmstone-no-2,kent,51.3,1.245,5,1972,1994
768,"HERNE BAY, MAYSTREET S WKS",herne-bay-maystreet-s-wks,kent,51.363,1.172,31,1971,1979
769,HERNE BAY,herne-bay,kent,51.37,1.118,6,1959,1971
770,DOVER,dover,kent,51.121,1.314,6,1918,1976
772,DOVER (RMS),dover-rms,kent,51.147,1.326,123,1959,1979
773,ST MARGARETS,st-margarets,kent,51.157,1.392,83,1971,1975
774,DEAL,deal,kent,51.232,1.403,2,1958,1970
775,MANSTON,manston,kent,51.347,1.335,49,1961,2019
776,RAMSGATE,ramsgate,kent,51.332,1.422,24,1959,1968
777,"MARGATE, NORTH DOWN",margate-north-down,kent,51.381,1.42,42,1988,2009
778,MARGATE,margate,kent,51.392,1.402,16,1889,1988
779,THORNEY ISLAND,thorney-island,west-sussex,50.815,-0.922,4,1957,2019
25353,PEATLANDS,peatlands,armagh,54.483,-6.62,34,2000,2019
782,BOGNOR REGIS,bognor-regis,west-sussex,50.782,-0.677,7,1901,2019
784,DUNCTON,duncton,west-sussex,50.949,-0.621,23,1993,1994
787,RUSTINGTON,rustington,west-sussex,50.821,-0.518,3,1960,1995
789,STORRINGTON,storrington,west-sussex,50.928,-0.453,38,1992,1992
790,NORTH HEATH,north-heath,west-sussex,50.994,-0.478,21,1968,1982
791,"BRIGHTON, WHITEHAWK",brighton-whitehawk,east-sussex,50.832,-0.11,120,1983,1985
792,WORTHING NO 2,worthing-no-2,west-sussex,50.814,-0.365,7,1959,1971
793,WORTHING,worthing,west-sussex,50.819,-0.355,2,1971,1993
795,SHOREHAM AIRPORT,shoreham-airport,west-sussex,50.836,-0.294,2,1998,2019
796,TOTTINGTON BARN,tottington-barn,west-sussex,50.88,-0.266,185,1991,1996
797,BRIGHTON,brighton,east-sussex,50.821,-0.137,10,1959,1981
800,HURSTPIERPOINT NO 2,hurstpierpoint-no-2,west-sussex,50.942,-0.164,32,1976,1980
801,BRIGHTON NO 2,brighton-no-2,east-sussex,50.825,-0.113,116,1985,1992
802,LOWER WILLINGDON,lower-willingdon,east-sussex,50.809,0.243,22,1991,1995
803,PLUMPTON,plumpton,east-sussex,50.906,-0.071,76,1965,2003
804,WAKEHURST PLACE,wakehurst-place,west-sussex,51.068,-0.091,127,1966,1972
805,EAST GRINSTEAD NO 2,east-grinstead-no-2,west-sussex,51.116,-0.023,122,1959,1965
806,SEAFORD,seaford,east-sussex,50.772,0.106,14,1959,1964
807,EAST HOATHLY,east-hoathly,east-sussex,50.909,0.145,38,1963,1992
808,EASTBOURNE,eastbourne,east-sussex,50.759,0.283,15,1911,2019
809,EASTBOURNE COASTGUARD,eastbourne-coastguard,east-sussex,50.782,0.309,3,1957,1974
810,HERSTMONCEUX,herstmonceux,east-sussex,50.865,0.336,18,1976,1992
811,"HERSTMONCEUX, WEST END",herstmonceux-west-end,east-sussex,50.891,0.317,52,1992,2019
812,BEXHILL,bexhill,east-sussex,50.838,0.464,4,1923,2012
813,FAIRLIGHT NO 2,fairlight-no-2,east-sussex,50.871,0.644,145,1983,1987
814,LIPHOOK,liphook,hampshire,51.08,-0.815,98,1983,1988
815,SEDLESCOMBE,sedlescombe,east-sussex,50.94,0.526,52,1959,1962
816,BREDE,brede,east-sussex,50.939,0.593,82,1988,2003
817,BODIAM,bodiam,east-sussex,50.996,0.542,22,1959,1975
818,HASTINGS,hastings,east-sussex,50.856,0.57,45,1930,2019
819,LAMBOURN,lambourn,berkshire,51.533,-1.49,192,1973,1996
820,LETCOMBE REGIS,letcombe-regis,oxfordshire,51.574,-1.453,107,1960,1984
822,ABINGDON,abingdon,oxfordshire,51.689,-1.308,69,1957,1975
823,COMPTON,compton,berkshire,51.518,-1.253,103,1959,1969
824,WOOLHAMPTON,woolhampton,berkshire,51.409,-1.17,113,1959,1964
825,WALLINGFORD,wallingford,oxfordshire,51.603,-1.113,47,1960,2019
17210,ALWEN,alwen,clwyd,53.062,-3.554,345,1959,2019
827,"ARBORFIELD, NAT INST RES DAIRYING",arborfield-nat-inst-res-dairying,berkshire,51.41,-0.913,49,1980,1992
828,"SHINFIELD, NAT INST RES DAIRYING",shinfield-nat-inst-res-dairying,berkshire,51.41,-0.953,62,1975,1980
829,"SHINFIELD, DEPT AGRIC BOTANY",shinfield-dept-agric-botany,berkshire,51.412,-0.946,61,1959,1975
830,"READING UNIVERSITY, WHITEKNIGHTS",reading-university-whiteknights,berkshire,51.441,-0.938,66,1968,2019
832,READING UNIVERSITY,reading-university,berkshire,51.45,-0.962,45,1959,1968
833,"READING, SEED TRIAL GROUNDS",reading-seed-trial-grounds,berkshire,51.458,-0.939,43,1959,1968
834,FINCHAMPSTEAD,finchampstead,berkshire,51.363,-0.862,65,1959,1973
835,"WOKINGHAM, ST CRISPINS SCHOOL",wokingham-st-crispins-school,berkshire,51.41,-0.821,61,1959,1961
836,"HURLEY, RESEARCH INSTITUTE",hurley-research-institute,berkshire,51.539,-0.815,43,1959,1963
838,"BRACKNELL, BEAUFORT PARK",bracknell-beaufort-park,berkshire,51.39,-0.786,74,1971,2003
839,BRACKNELL MET OFFICE HQ,bracknell-met-office-hq,berkshire,51.416,-0.745,74,1962,1971
840,BOURNEMOUTH,bournemouth,dorset,50.727,-1.885,40,1914,1978
841,"BOURNEMOUTH, DORSET TECH COLLEGE",bournemouth-dorset-tech-college,dorset,50.742,-1.894,50,1978,1980
842,HURN,hurn,dorset,50.779,-1.836,10,1957,2019
843,"BOURNEMOUTH, KINGS PARK",bournemouth-kings-park,dorset,50.734,-1.824,27,1982,2019
844,IBSLEY,ibsley,hampshire,50.884,-1.772,27,1992,2018
845,CHRISTCHURCH,christchurch,dorset,50.744,-1.783,4,1959,2004
846,EVERTON,everton,hampshire,50.742,-1.575,16,1959,2003
847,MIDDLE WALLOP,middle-wallop,hampshire,51.15,-1.57,90,1984,2019
848,"SOUTHAMPTON, MAYFLOWER PARK",southampton-mayflower-park,hampshire,50.899,-1.41,3,1970,2000
849,"SOUTHAMPTON, EAST PARK",southampton-east-park,hampshire,50.905,-1.405,20,1855,1969
850,SOUTHAMPTON,southampton,hampshire,50.901,-1.404,19,1974,2001
851,SPARSHOLT,sparsholt,hampshire,51.085,-1.392,113,1976,1992
852,LECKFORD,leckford,hampshire,51.124,-1.441,117,1959,2013
854,"SOUTHAMPTON, EASTLEIGH",southampton-eastleigh,hampshire,50.949,-1.362,11,1957,1961
855,OTTERBOURNE W WKS,otterbourne-w-wks,hampshire,51.009,-1.335,34,1979,2019
856,WINCHESTER,winchester,hampshire,51.062,-1.324,82,1959,1978
858,SOLENT,solent,hampshire,50.808,-1.211,9,1986,2015
859,MARTYR WORTHY,martyr-worthy,hampshire,51.103,-1.263,85,1959,2002
860,"KINGSCLERE, STRATTONS FARM",kingsclere-strattons-farm,hampshire,51.344,-1.265,102,1990,2002
862,ODIHAM,odiham,hampshire,51.239,-0.945,118,1984,2019
863,HAYLING ISLAND,hayling-island,hampshire,50.785,-0.986,4,1959,2019
864,"BUTSER, HILLHAMPTON",butser-hillhampton,hampshire,50.963,-0.982,122,1976,1990
865,"BUTSER, WINDMILL HILL",butser-windmill-hill,hampshire,50.944,-0.976,92,1990,2009
866,LITTLE BUTSER,little-butser,hampshire,50.983,-0.977,183,1976,1990
867,LONG SUTTON,long-sutton,hampshire,51.213,-0.93,145,1959,2001
868,ALICE HOLT LODGE,alice-holt-lodge,hampshire,51.178,-0.85,115,1959,2019
869,SOUTH FARNBOROUGH,south-farnborough,hampshire,51.28,-0.773,65,1921,2019
874,WIGHT: WELLOW,wight-wellow,isle-of-wight,50.69,-1.448,25,1989,1992
876,WIGHT: ST CATHERINES POINT,wight-st-catherines-point,isle-of-wight,50.576,-1.297,20,1924,2019
877,WIGHT: VENTNOR PARK,wight-ventnor-park,isle-of-wight,50.593,-1.213,60,1959,2019
878,WIGHT: SHANKLIN,wight-shanklin,isle-of-wight,50.624,-1.181,55,1959,2019
879,WIGHT: SANDOWN,wight-sandown,isle-of-wight,50.658,-1.147,4,1959,1997
880,WIGHT: RYDE,wight-ryde,isle-of-wight,50.732,-1.157,4,1959,1998
881,TROWBRIDGE,trowbridge,wiltshire,51.324,-2.224,37,1976,1985
882,NETHERAVON,netheravon,wiltshire,51.244,-1.766,129,1984,1995
883,LACOCK,lacock,wiltshire,51.431,-2.115,49,1959,2019
884,TEFFONT MAGNA,teffont-magna,wiltshire,51.093,-2.026,117,1993,1998
885,WEST LAVINGTON,west-lavington,wiltshire,51.281,-2.001,99,1959,1968
886,LYNEHAM,lyneham,wiltshire,51.503,-1.992,145,1957,2019
887,CHISLEDON,chisledon,wiltshire,51.519,-1.728,177,1961,1967
888,LARKHILL,larkhill,wiltshire,51.202,-1.806,132,1921,2019
889,BOSCOMBE DOWN,boscombe-down,wiltshire,51.162,-1.755,126,1957,2019
890,UPAVON,upavon,wiltshire,51.292,-1.776,179,1957,1988
891,MARLBOROUGH,marlborough,wiltshire,51.416,-1.735,129,1875,1996
892,PORTON,porton,wiltshire,51.128,-1.701,111,1921,1980
894,UPPER KILLEYAN,upper-killeyan,argyll-in-strathclyde-region,55.595,-6.317,90,1979,1988
896,ORSAY,orsay,argyll-in-strathclyde-region,55.674,-6.511,23,1984,1998
897,RHUVAAL,rhuvaal,argyll-in-strathclyde-region,55.936,-6.125,20,1957,1981
898,"COLONSAY, HOTEL",colonsay-hotel,argyll-in-strathclyde-region,56.069,-6.195,15,1990,1999
899,COLONSAY,colonsay,argyll-in-strathclyde-region,56.084,-6.208,35,1959,1989
900,AROS,aros,argyll-in-strathclyde-region,56.536,-5.981,37,1967,1996
901,ARDNAMURCHAN,ardnamurchan,argyll-in-highland-region,56.726,-6.224,6,1982,1988
902,KILCHOAN NO 2,kilchoan-no-2,argyll-in-highland-region,56.696,-6.123,10,1989,1989
903,KILMORY,kilmory,argyll-in-highland-region,56.758,-6.048,45,1989,2004
904,CRAIGHOUSE,craighouse,argyll-in-strathclyde-region,55.834,-5.951,4,1964,1986
9092,SEAVINGTON,seavington,somerset,50.941,-2.861,85,2008,2019
907,"MORVERN, CLAGGAN",morvern-claggan,argyll-in-highland-region,56.584,-5.749,28,1994,2001
908,MACHRIHANISH,machrihanish,argyll-in-strathclyde-region,55.441,-5.697,10,1965,2019
909,CAMPBELTOWN NO 2,campbeltown-no-2,argyll-in-strathclyde-region,55.428,-5.611,12,1960,1972
17292,PORTRUSH,portrush,antrim,55.208,-6.656,8,1996,2003
911,ACHAGLACHGACH,achaglachgach,argyll-in-strathclyde-region,55.822,-5.493,12,1959,1978
912,KNAPDALE FOREST,knapdale-forest,argyll-in-strathclyde-region,56.06,-5.553,40,1967,1976
913,STRONACHULLIN NO 2,stronachullin-no-2,argyll-in-strathclyde-region,55.96,-5.444,2,1976,1989
915,LOCHGILPHEAD,lochgilphead,argyll-in-strathclyde-region,56.034,-5.428,6,1985,2019
916,LEPHINMORE,lephinmore,argyll-in-strathclyde-region,56.084,-5.24,9,1959,1967
917,KNAPDALE FOREST NO 2,knapdale-forest-no-2,argyll-in-strathclyde-region,56.059,-5.482,12,1977,1985
918,DUNSTAFFNAGE,dunstaffnage,argyll-in-strathclyde-region,56.45,-5.44,3,1972,2019
919,INVERINAN MOR,inverinan-mor,argyll-in-strathclyde-region,56.306,-5.244,70,1989,2005
920,GLENBRANTER,glenbranter,argyll-in-strathclyde-region,56.13,-5.044,37,1959,1965
921,GLENBRANTER NO 2,glenbranter-no-2,argyll-in-strathclyde-region,56.135,-5.038,24,1965,1976
922,KILCHRENAN,kilchrenan,argyll-in-strathclyde-region,56.357,-5.177,80,1979,1985
923,INVERINAN,inverinan,argyll-in-strathclyde-region,56.308,-5.238,46,1985,1989
924,GLEN ETIVE NO 2,glen-etive-no-2,argyll-in-strathclyde-region,56.583,-5.025,24,1967,1972
925,"BENMORE, FORESTRY SCHOOL",benmore-forestry-school,argyll-in-strathclyde-region,56.024,-4.989,14,1932,1965
926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1960,2019
928,ARDENTINNY,ardentinny,argyll-in-strathclyde-region,56.046,-4.914,5,1979,1997
930,BLACK MOUNT,black-mount,argyll-in-strathclyde-region,56.545,-4.796,175,1989,2006
931,ARRAN: LOCHRANZA NO 3,arran-lochranza-no-3,buteshire,55.706,-5.304,46,1990,2008
932,ARRAN: LOCHRANZA NO 2,arran-lochranza-no-2,buteshire,55.7,-5.281,8,1988,1989
933,ARRAN: LOCHRANZA,arran-lochranza,buteshire,55.707,-5.287,11,1959,1960
935,ARRAN: KILDONAN,arran-kildonan,buteshire,55.442,-5.108,18,1965,1987
17314,LEEMING,leeming,north-yorkshire,54.297,-1.533,33,1944,2019
937,ARRAN: BRODICK CASTLE,arran-brodick-castle,buteshire,55.592,-5.154,15,1965,2019
938,BUTE: DHU LOCH W WKS,bute-dhu-loch-w-wks,buteshire,55.816,-5.08,83,1983,1986
939,BUTE: ROTHESAY,bute-rothesay,buteshire,55.839,-5.064,43,1959,2013
940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,1951,2019
942,FINNART,finnart,dunbartonshire,56.116,-4.831,15,1965,1977
943,HELENSBURGH,helensburgh,dunbartonshire,56.015,-4.724,89,1959,1969
944,HELENSBURGH NO 2,helensburgh-no-2,dunbartonshire,56.016,-4.724,96,1970,2002
945,BLAIRVADACH,blairvadach,dunbartonshire,56.028,-4.794,4,1975,1975
946,SLOY,sloy,dunbartonshire,56.251,-4.712,12,1965,2006
947,KEIL SCHOOL,keil-school,dunbartonshire,55.942,-4.584,40,1991,1993
949,"GARTOCHARN, PORTNELLAN FARM",gartocharn-portnellan-farm,dunbartonshire,56.048,-4.567,40,1993,2019
950,ARROCHYMORE,arrochymore,stirling-in-central-region,56.093,-4.549,30,1972,1992
951,KIRKINTILLOCH,kirkintilloch,dunbartonshire,55.943,-4.139,60,1977,1984
953,CUMBERNAULD,cumbernauld,dunbartonshire,55.961,-3.969,94,1961,1975
954,MUGDOCK PARK,mugdock-park,stirling-in-central-region,55.973,-4.33,165,1990,2019
955,EARLS HILL,earls-hill,stirling-in-central-region,56.07,-4.05,335,1961,1981
956,STIRLING S WKS,stirling-s-wks,stirling-in-central-region,56.119,-3.919,7,1983,1998
957,"STIRLING, BATTERFLATS",stirling-batterflats,stirling-in-central-region,56.11,-3.954,38,1960,1982
958,STIRLING,stirling,stirling-in-central-region,56.12,-3.943,46,1959,1970
959,"PARKHEAD, STIRLING UNIVERSITY",parkhead-stirling-university,stirling-in-central-region,56.149,-3.907,35,1971,2004
960,"FALKIRK, S WKS",falkirk-s-wks,stirling-in-central-region,56.018,-3.763,3,1967,2001
961,FALKIRK,falkirk,stirling-in-central-region,56.002,-3.799,32,1959,1962
962,GRANGEMOUTH,grangemouth,stirling-in-central-region,56.018,-3.72,4,1967,1978
963,GRANGEMOUTH REFINERY,grangemouth-refinery,stirling-in-central-region,56.009,-3.686,2,1971,2019
964,GREENOCK MRCC,greenock-mrcc,renfrewshire,55.962,-4.794,5,1988,2001
965,GREENOCK,greenock,renfrewshire,55.943,-4.765,61,1959,1986
17341,BALLYGAWLEY PRIMARY SCHOOL,ballygawley-primary-school,tyrone,54.465,-7.035,88,1996,1998
967,UPLAWMOOR,uplawmoor,renfrewshire,55.765,-4.501,128,1977,1996
968,PAISLEY,paisley,renfrewshire,55.845,-4.431,32,1914,2011
969,BARRHEAD,barrhead,renfrewshire,55.811,-4.378,30,1959,1977
970,RENFREW,renfrew,renfrewshire,55.867,-4.386,8,1945,1966
971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1966,1999
972,POLLOK COUNTRY PARK,pollok-country-park,renfrewshire,55.825,-4.315,16,1991,2017
973,DRUMCLOG,drumclog,lanarkshire,55.627,-4.201,227,1983,2008
974,CROSSMYLOOF,crossmyloof,lanarkshire,55.836,-4.282,23,1963,1973
975,GLASGOW WEATHER CENTRE,glasgow-weather-centre,lanarkshire,55.86,-4.264,40,1974,1985
977,"GLASGOW, SPRINGBURN",glasgow-springburn,lanarkshire,55.89,-4.227,107,1959,1997
978,EAST KILBRIDE NO 2,east-kilbride-no-2,lanarkshire,55.755,-4.172,178,1971,2005
980,"MOTHERWELL, STRATHCLYDE PARK",motherwell-strathclyde-park,lanarkshire,55.786,-4.023,22,1979,2019
981,COATBRIDGE,coatbridge,lanarkshire,55.855,-4.056,66,1959,1986
982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1965,2019
983,LEADHILLS,leadhills,lanarkshire,55.416,-3.76,393,1953,2019
984,LOWTHER HILL,lowther-hill,lanarkshire,55.378,-3.753,754,1961,1969
986,CRAWFORDJOHN,crawfordjohn,lanarkshire,55.496,-3.776,274,1961,1983
987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1984,2019
989,LANARK,lanark,lanarkshire,55.671,-3.79,152,1964,1983
990,ABINGTON,abington,lanarkshire,55.489,-3.692,247,1982,1994
991,CARNWATH,carnwath,lanarkshire,55.7,-3.634,208,1959,2006
992,CAMPS RESR,camps-resr,lanarkshire,55.487,-3.589,295,1964,1999
993,COLMONELL,colmonell,ayrshire,55.13,-4.947,52,1959,1961
994,GIRVAN,girvan,ayrshire,55.243,-4.857,8,1968,2012
996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,1965,2019
998,TURNBERRY,turnberry,ayrshire,55.317,-4.833,8,1959,1966
999,CULZEAN CASTLE,culzean-castle,ayrshire,55.351,-4.791,42,1991,2017
1000,LARGS,largs,ayrshire,55.799,-4.867,6,1961,1968
1001,"LARGS, WOODBANK",largs-woodbank,ayrshire,55.806,-4.875,8,1959,1961
1002,LARGS NO 2,largs-no-2,ayrshire,55.802,-4.849,60,1977,1979
1004,"TROON, MARR COLLEGE",troon-marr-college,ayrshire,55.546,-4.641,12,1973,1975
1005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,1932,2019
1006,PRESTWICK NO 2,prestwick-no-2,ayrshire,55.501,-4.584,16,1962,1993
1007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1993,2019
1008,DALRY,dalry,ayrshire,55.718,-4.719,33,1981,2005
1009,LOCH BRADAN W WKS,loch-bradan-w-wks,ayrshire,55.263,-4.463,250,1993,2000
1010,KILMARNOCK,kilmarnock,ayrshire,55.607,-4.508,35,1959,1965
1011,KILMARNOCK NO 2,kilmarnock-no-2,ayrshire,55.608,-4.519,34,1965,1981
1012,CUMNOCK,cumnock,ayrshire,55.453,-4.274,99,1973,2004
1013,SAUGHALL,saughall,ayrshire,55.601,-4.226,221,1988,2013
1014,DALMACALLAN,dalmacallan,dumfriesshire,55.181,-3.888,146,1959,1969
1015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1983,2004
1016,TROQUEER S WKS,troqueer-s-wks,dumfriesshire,55.058,-3.616,5,1971,1974
1017,DUMFRIES,dumfries,dumfriesshire,55.056,-3.595,49,1930,1998
1018,AUCHEN CASTLE,auchen-castle,dumfriesshire,55.329,-3.482,184,1971,1994
1019,DRUMLANRIG CASTLE,drumlanrig-castle,dumfriesshire,55.272,-3.804,75,1981,1982
1023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1910,2019
1024,BARGRENNAN,bargrennan,kirkcudbrightshire,55.077,-4.569,110,1959,1998
1025,PALNURE NO 2,palnure-no-2,kirkcudbrightshire,54.952,-4.419,15,1959,1985
1026,CLATTERINGSHAWS NO 2,clatteringshaws-no-2,kirkcudbrightshire,55.075,-4.266,178,1965,2004
1027,GLENLEE,glenlee,kirkcudbrightshire,55.099,-4.185,55,1959,2013
1028,DUNDEUGH,dundeugh,kirkcudbrightshire,55.165,-4.202,119,1959,1982
1029,ST MARYS ISLE,st-marys-isle,kirkcudbrightshire,54.822,-4.065,12,1966,1971
1030,KIRKCUDBRIGHT NO 2,kirkcudbright-no-2,kirkcudbrightshire,54.804,-4.052,3,1972,1974
1033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1990,2019
1034,GLENLOCHAR BARRAGE,glenlochar-barrage,kirkcudbrightshire,54.96,-3.982,47,1959,1998
1035,THREAVE,threave,kirkcudbrightshire,54.926,-3.95,73,1961,2019
1036,CASTLE DOUGLAS,castle-douglas,kirkcudbrightshire,54.946,-3.892,60,1959,1966
1037,CORSEWALL POINT,corsewall-point,wigtownshire,55.008,-5.16,15,1984,1992
1039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1961,2019
1040,PENWHIRN,penwhirn,wigtownshire,54.983,-4.929,166,1959,1997
1041,MULL OF GALLOWAY,mull-of-galloway,wigtownshire,54.635,-4.857,78,1957,1988
1042,CREEBRIDGE,creebridge,wigtownshire,54.96,-4.475,18,1986,2005
1043,WHITHORN,whithorn,wigtownshire,54.703,-4.418,40,1980,1994
1044,NEWTON STEWART,newton-stewart,wigtownshire,54.96,-4.491,46,1964,1982
25618,BRAMPTON NO 3,brampton-no-3,cumbria,54.935,-2.735,117,2001,2019
1050,ST BEES HEAD,st-bees-head,cumbria,54.513,-3.637,94,1984,1987
1051,SELLAFIELD,sellafield,cumbria,54.415,-3.501,13,1959,1975
1053,SELLAFIELD NO 2,sellafield-no-2,cumbria,54.426,-3.507,22,1980,1997
1054,ESKMEALS,eskmeals,cumbria,54.325,-3.408,8,1979,2001
1055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1992,2019
1056,FRIZINGTON,frizington,cumbria,54.551,-3.461,170,1991,2002
1057,GREYSOUTHEN,greysouthen,cumbria,54.647,-3.443,69,1991,1997
1058,STAINBURN,stainburn,cumbria,54.646,-3.525,34,1983,1991
1059,EAGLESFIELD,eaglesfield,cumbria,54.639,-3.385,102,1982,1983
1060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2019
1061,ASPATRIA,aspatria,cumbria,54.768,-3.316,62,1979,2003
1062,SILLOTH,silloth,cumbria,54.87,-3.365,8,1957,1960
1063,"ULPHA, BLACK HALL",ulpha-black-hall,cumbria,54.401,-3.174,210,1994,1999
1064,SEATOLLER,seatoller,cumbria,54.513,-3.168,90,1990,1993
1065,BROMFIELD,bromfield,cumbria,54.807,-3.29,21,1970,1975
1066,DRUMBURGH,drumburgh,cumbria,54.932,-3.159,7,1994,2019
1067,BLENCATHRA,blencathra,cumbria,54.62,-3.08,250,1992,2019
1068,FELLSIDE NO 2,fellside-no-2,cumbria,54.728,-3.081,285,1991,1992
1070,CARLISLE,carlisle,cumbria,54.934,-2.964,28,1961,2019
1071,WHINS POND,whins-pond,cumbria,54.669,-2.705,125,1984,1994
1072,PENTON,penton,cumbria,55.086,-2.864,113,1992,2010
1073,NEWTON RIGG,newton-rigg,cumbria,54.67,-2.788,169,1906,2019
1074,WARCOP RANGE,warcop-range,cumbria,54.572,-2.413,227,1992,2019
1075,SPADEADAM,spadeadam,cumbria,55.041,-2.629,274,1959,1973
1076,SPADEADAM NO 2,spadeadam-no-2,cumbria,55.05,-2.554,285,1992,2019
1077,AMBLESIDE,ambleside,cumbria,54.428,-2.97,46,1959,1970
1078,WALNEY ISLAND,walney-island,cumbria,54.125,-3.258,15,1992,2019
1079,HEVERSHAM,heversham,cumbria,54.242,-2.772,30,1973,1976
1080,LEVENS HALL,levens-hall,cumbria,54.259,-2.778,7,1992,2019
1082,CASTERTON NO 2,casterton-no-2,cumbria,54.209,-2.569,127,1990,2004
1083,SHAP,shap,cumbria,54.502,-2.685,252,1992,2019
1084,GREAT DUN FELL,great-dun-fell,cumbria,54.684,-2.45,847,1963,2002
1085,GREAT DUN FELL NO 2,great-dun-fell-no-2,cumbria,54.684,-2.451,847,1994,2019
1086,MOOR HOUSE,moor-house,cumbria,54.69,-2.377,556,1959,1980
1087,WIDDYBANK FELL,widdybank-fell,cumbria,54.663,-2.284,513,1974,1995
1088,"SOUTHPORT, GREENBANK",southport-greenbank,merseyside,53.622,-3.028,15,1988,2004
1089,BARROW-IN-FURNESS,barrow-in-furness,cumbria,54.126,-3.213,17,1959,1962
1090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,1957,2019
1091,URSWICK,urswick,cumbria,54.158,-3.122,40,1959,1969
9280,WESTONZOYLAND,westonzoyland,somerset,51.115,-2.922,3,2007,2019
1093,AIGBURTH (RTC),aigburth-rtc,merseyside,53.36,-2.927,12,1967,1992
1094,SOUTHPORT NO 2,southport-no-2,merseyside,53.653,-3.005,7,1987,1988
1095,SOUTHPORT,southport,merseyside,53.679,-2.954,5,1959,1985
1096,AUGHTON,aughton,lancashire,53.55,-2.916,54,1978,1996
1097,POULTON-LE-FYLDE,poulton-le-fylde,lancashire,53.838,-2.995,12,1959,1975
1099,CARTMEL,cartmel,cumbria,54.197,-2.95,35,1969,1980
1100,GRIZEDALE,grizedale,cumbria,54.338,-3.021,91,1960,2007
1101,SPEKE,speke,merseyside,53.332,-2.847,22,1957,1977
1102,ST HELENS,st-helens,merseyside,53.438,-2.772,76,1973,1982
1103,LATHOM PARK,lathom-park,lancashire,53.571,-2.817,55,1965,1997
1104,KIRKHAM,kirkham,lancashire,53.804,-2.891,24,1959,1980
1105,HAZELRIGG,hazelrigg,lancashire,54.014,-2.775,95,1976,2019
1106,"GARSTANG, WINMARLEIGH",garstang-winmarleigh,lancashire,53.925,-2.81,21,1959,1969
1107,BAILRIGG,bailrigg,lancashire,54.005,-2.789,52,1966,1976
1109,RAINHILL,rainhill,merseyside,53.4,-2.738,55,1991,2002
1110,PENKETH,penketh,cheshire,53.391,-2.663,16,1964,1970
1111,"PRESTON, MOOR PARK",preston-moor-park,lancashire,53.774,-2.705,33,1950,2019
1112,MYERSCOUGH,myerscough,lancashire,53.854,-2.767,14,1987,2019
1117,BOLTON,bolton,greater-manchester,53.6,-2.419,107,1889,1991
1118,DARWEN,darwen,lancashire,53.69,-2.475,221,1921,1963
1119,STONYHURST,stonyhurst,lancashire,53.845,-2.47,115,1884,2019
1120,MANCHESTER WEATHER CENTRE,manchester-weather-centre,greater-manchester,53.483,-2.244,69,1974,1986
1121,SHUTTLEWORTH,shuttleworth,lancashire,53.655,-2.289,235,1994,1998
1122,HELMSHORE,helmshore,lancashire,53.68,-2.344,260,1959,1981
1123,"BURNLEY, MARSDEN HOSPITAL",burnley-marsden-hospital,lancashire,53.814,-2.222,200,1959,1971
1124,NELSON (LANCS),nelson-lancs,lancashire,53.842,-2.196,165,1959,1976
1125,ROCHDALE,rochdale,greater-manchester,53.609,-2.179,110,1947,2019
1126,WYCOLLER,wycoller,lancashire,53.844,-2.09,245,1994,2004
1127,WEST KIRBY PARK,west-kirby-park,merseyside,53.37,-3.18,7,1959,1979
1128,BIDSTON,bidston,merseyside,53.4,-3.075,60,1870,2002
1129,BRADELEY GREEN,bradeley-green,cheshire,52.996,-2.687,115,1990,2003
1130,NESS GARDENS,ness-gardens,cheshire,53.272,-3.047,38,1965,2011
1131,DELAMERE FOREST NO 2,delamere-forest-no-2,cheshire,53.237,-2.707,68,1989,1996
1132,"NANTWICH, REASEHEATH HALL",nantwich-reaseheath-hall,cheshire,53.086,-2.526,40,1988,2019
1133,WINNINGTON,winnington,cheshire,53.268,-2.537,20,1959,1976
1134,KNUTSFORD,knutsford,cheshire,53.301,-2.368,65,1960,2001
1135,RINGWAY,ringway,greater-manchester,53.356,-2.281,69,1949,2004
1136,MACCLESFIELD,macclesfield,cheshire,53.265,-2.136,143,1900,2005
